price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,Scored Labels
615000,2,2,1210,5000,2,0,5,6,1210,0,1907,0,98117,1570,5000,482156.25
518000,4,3,2520,14021,2,0,3,9,2520,0,1999,0,98019,2330,14007,577975.0705667435
270000,3,2,1430,8960,1,0,4,6,1430,0,1953,0,98166,1560,10125,242711.92638378736
710000,4,3,3220,18618,2,0,3,10,3220,0,1991,0,98056,2650,11896,791044.3941468201
345000,3,1,1250,17380,1,0,4,7,1250,0,1970,0,98072,1410,18200,337279.7256524725
322000,3,2,2200,12231,1,0,4,7,1250,950,1964,0,98056,2200,9825,389858.368754363
439000,1,1,790,2400,1,0,3,7,790,0,1918,0,98122,1580,2566,452637.5
702000,4,3,2810,4922,2,0,3,9,2810,0,2005,0,98074,2920,4922,710823.5412928629
435000,6,3,3560,4290,1,0,4,7,1780,1780,1957,0,98118,3040,6000,854500.0
287000,3,2,1940,9000,1,0,3,7,1290,650,1965,0,98055,1900,9120,319973.3505822789
510000,4,3,2600,118666,1,0,3,7,1400,1200,1981,0,98027,2440,131116,419762.5
667000,3,2,1370,1921,3,0,3,8,1370,0,2007,0,98103,1370,4000,441349.28013418947
348000,3,2,2570,8491,2,0,4,8,2570,0,1989,0,98042,2400,8049,358862.5
466800,3,3,1480,14250,2,0,3,7,1480,0,1996,0,98033,1660,14250,486875.0
545000,2,2,2340,13380,1,0,4,7,1280,1060,1954,0,98146,1490,8100,463553.125
902000,3,3,3240,7200,1,0,3,8,1620,1620,1960,0,98118,2700,7200,658334.0703125
182200,4,1,1130,13927,2,0,3,6,1130,0,1929,0,98168,1800,8274,243000.0
199000,2,1,720,7200,1,0,5,6,720,0,1943,0,98058,970,8027,222640.00564971752
237000,3,1,1300,8160,1,0,4,7,1300,0,1960,0,98056,1290,8970,293327.78925619833
680000,6,2,1670,3000,1,0,5,7,900,770,1911,0,98105,1330,1099,579625.0
280000,3,1,1200,6250,1,0,3,6,920,280,1943,0,98168,1280,9375,202790.07855191256
480000,5,3,2240,15435,1,0,5,7,1390,850,1952,0,98155,2240,10750,438062.5
289900,3,1,1180,7068,1,0,3,6,1180,0,1944,0,98178,1180,7068,241594.47830750642
540000,4,2,1330,8400,2,0,3,8,1330,0,1962,0,98005,2270,10146,498000.0
575000,4,3,2730,35075,1,0,3,8,1530,1200,1979,0,98072,2310,35000,565510.1500521309
469000,3,2,1300,22605,1,0,3,7,1300,0,1998,0,98056,2250,10215,309031.7765388628
355000,3,2,1870,8250,2,0,3,7,1870,0,1956,1979,98188,1350,8714,291437.5330429828
322000,3,2,1400,18002,1,0,3,6,1400,0,1977,0,98019,2240,14068,325270.015
249950,3,2,1670,4438,1,0,3,7,1670,0,2014,0,98022,1670,4558,271342.7915815666
548000,3,3,2110,4099,2,0,3,8,2110,0,2001,0,98072,2110,4871,503475.59733607364
341000,3,1,1390,4814,2,0,3,6,1390,0,1908,0,98115,1730,3990,402431.25
374000,3,2,2000,9416,1,0,4,6,2000,0,1961,0,98033,1440,9555,482500.0
235000,3,2,1420,7920,1,0,4,7,1420,0,1962,0,98092,1420,7920,237928.5753194382
450000,3,2,1290,1213,3,0,3,8,1290,0,2001,0,98103,1290,3235,422685.74484766857
220000,4,2,1950,7280,2,0,4,8,1950,0,1979,0,98023,1910,7280,268175.0
2500000,5,3,5620,12672,2,0,4,11,4140,1480,1916,0,98144,4470,8050,2517500.0
530000,3,2,1660,4800,1,0,3,7,960,700,1941,1996,98116,1510,4800,535312.5
572000,3,2,1830,7897,1,0,4,8,1290,540,1986,0,98052,1990,8306,515976.6081673207
363000,3,2,1750,7000,1,0,3,8,1750,0,1993,0,98038,1840,6969,353479.61397058825
549900,5,3,3800,42316,2,0,4,9,3800,0,1984,0,98042,2580,35775,611562.5
322500,3,1,1160,9750,1,0,3,7,1160,0,1968,0,98077,1160,10565,314095.37107970717
350000,4,3,2610,5866,2,0,3,8,2610,0,2005,0,98038,2480,5188,364337.5
436500,4,3,2290,11173,2,0,4,8,2290,0,1988,0,98058,2290,10404,395243.75
415000,4,3,2670,8279,2,0,3,7,2670,0,1999,0,98148,2290,7504,340755.2078622878
190000,3,1,1090,8520,1,0,3,7,1090,0,1967,0,98003,1190,8520,218356.58094132124
499950,5,4,3200,43560,2,0,3,7,3200,0,1989,0,98059,2730,43560,513428.125
775000,3,3,1820,4300,2,0,4,8,1620,200,1914,1983,98107,1440,4300,548750.0
457000,2,3,1380,1329,2,0,3,8,1050,330,2008,0,98117,1360,3750,469037.66292134824
460000,4,3,2200,9676,1,0,3,8,1500,700,1979,0,98028,2120,9585,500501.38939936797
658000,4,3,3310,6166,2,0,3,9,3310,0,2008,0,98065,3200,7027,670817.1771114107
310000,3,3,1890,6300,2,0,3,7,1890,0,2003,0,98038,2100,6525,300676.44404137426
270000,3,2,1760,8287,1,0,3,7,1160,600,1986,0,98188,1290,9587,283338.3696540396
630000,5,2,2330,6783,1,0,3,7,1310,1020,1956,0,98115,1930,6783,532562.7454326923
320000,2,2,1550,1827,2,0,3,8,1550,0,2008,0,98106,1420,1826,351806.5729166667
240000,4,2,1780,14810,1,0,4,8,1180,600,1950,0,98032,1450,6728,440597.9166666667
333000,2,1,720,6686,1,0,3,6,720,0,1942,0,98117,1200,6686,317282.83898305084
235000,3,1,2230,8163,1,0,3,7,1230,1000,1966,0,98118,2380,6874,382628.1433821773
450000,3,2,1540,7490,1,0,5,7,1540,0,1971,0,98034,1270,7350,386187.5
504500,3,3,1820,1545,3,0,3,8,1640,180,1998,0,98103,1440,1290,497742.85714285716
451000,3,3,2050,4876,2,0,3,8,2050,0,2005,0,98072,2320,4065,517956.12911387626
935000,5,5,4230,9701,2,0,3,10,4230,0,1999,0,98006,4130,12253,1044421.875
438950,4,3,2470,385506,2,0,3,7,2470,0,1991,0,98022,1680,158994,504125.0
425000,3,3,1410,1350,3,0,3,8,1410,0,2005,0,98103,1410,1253,425046.1241862804
526000,3,2,1780,37801,1,0,3,7,1300,480,1977,0,98075,2380,47480,478731.35225123353
400000,3,2,1740,11040,2,0,3,8,1740,0,1980,0,98028,1720,11778,456834.9569622507
245000,4,2,1850,7547,2,0,4,7,1850,0,1960,0,98198,1730,7577,269819.960661917
157500,3,1,1100,27008,1,0,3,6,960,140,1935,0,98178,1280,8890,201492.1618852459
299000,3,1,1200,15843,1,0,3,7,1200,0,1955,0,98045,1410,15843,256193.4202173913
500000,3,2,1530,8829,1,0,5,8,1530,0,1972,0,98006,2060,9226,483744.32450145937
315000,4,2,1850,8580,1,0,3,7,1140,710,1960,0,98178,2210,9240,296300.53219321097
147000,3,1,1070,14000,1,0,3,7,1070,0,1960,0,98178,920,12500,236080.8184737924
933000,3,2,1870,3300,2,0,3,7,1870,0,1906,0,98102,1820,2460,603875.0
599000,3,3,1840,2060,2,0,3,10,1700,140,2013,0,98027,2590,2680,662652.5
1480000,3,2,3290,5000,2,0,3,9,2730,560,1939,0,98105,2340,4000,1125375.0
330000,3,1,2140,5037,1,0,3,7,2140,0,1957,0,98118,1630,6054,335057.52732479735
833450,5,4,4460,269345,2,0,3,9,3330,1130,1996,0,98027,2670,115434,723541.0294117647
600000,6,3,2600,9350,1,0,4,8,1340,1260,1963,0,98008,2090,9102,579349.492627511
790100,4,3,2590,9341,2,0,3,8,2590,0,1985,0,98052,2280,9510,705019.3897058824
261350,3,2,1390,18200,1,0,4,7,1390,0,1962,0,98023,1810,9675,275143.56422373274
304000,3,3,1710,6773,2,0,3,8,1710,0,1993,0,98003,2220,7551,295266.11397058825
1250000,5,3,2960,28300,1,0,4,9,2160,800,1959,0,98177,2940,23250,1009250.0
395000,2,2,1960,4018,1,0,5,7,980,980,1950,0,98108,1240,4641,497297.5
2450000,5,4,4430,9000,2,0,3,10,4430,0,2013,0,98004,2470,9490,1882500.0
688000,5,2,2250,13526,1,0,3,8,1350,900,1957,0,98125,2580,10078,562895.5517371602
599000,4,5,3700,11000,1,0,4,7,1840,1860,1962,0,98028,1720,11564,504062.375
687000,4,3,2370,10083,2,0,5,8,2370,0,1966,0,98033,2370,10133,752623.0664285715
265000,2,2,1650,8975,1,0,5,6,1650,0,1942,0,98146,1260,8668,275606.25
355000,3,1,1890,36300,1,0,3,7,1890,0,1962,0,98024,1746,54014,337188.3548239692
788000,4,3,2680,8778,2,0,4,8,2680,0,1977,0,98006,2680,10020,747143.7393617022
102500,2,1,820,4320,1,0,3,5,820,0,1937,0,98106,780,7424,226177.125
364988,3,3,2850,12593,2,0,3,9,2850,0,1997,0,98023,2850,9435,533101.8354562104
1230000,3,3,2860,4500,2,0,3,8,1980,880,1915,0,98119,2310,4500,1055000.0
500000,4,3,1940,7607,2,0,3,8,1940,0,1995,0,98052,2250,7600,491947.31413043477
215000,2,1,1010,6000,1,0,4,6,1010,0,1944,0,98133,1610,7313,290371.4696118488
378000,4,1,1300,6075,1,0,5,7,1300,0,1954,0,98133,1450,7320,315618.75
242000,4,3,1750,11400,2,0,4,7,1750,0,1975,0,98023,1890,9024,283675.838939705
2250000,3,4,5150,7800,3,0,3,11,4170,980,1954,0,98112,4270,7800,1876437.5
472500,3,3,1650,3711,2,0,3,8,1650,0,1996,0,98052,1760,3762,488307.850475606
450000,3,3,2620,14096,2,0,4,9,2620,0,1989,0,98042,3010,14096,436000.0
600000,3,2,1650,5100,1,0,5,7,1040,610,1908,0,98115,1540,5100,581588.75
555000,5,3,3640,6930,2,0,3,8,3640,0,2004,0,98038,3740,7182,554012.5
617950,4,3,2410,7950,2,0,3,8,2410,0,1997,0,98034,1920,7713,529631.8273401094
440000,4,2,2180,10200,1,0,3,8,2000,180,1966,0,98028,2590,10445,551828.0215510309
436000,3,2,1480,1384,3,0,3,8,1480,0,2008,0,98103,1310,1329,579000.0
436000,4,3,2495,5751,2,0,3,7,2495,0,2002,0,98019,2490,6300,396230.1681797482
860000,3,3,2770,9136,2,0,3,10,2770,0,1991,0,98006,2890,8442,798332.3958333333
1240000,4,4,4670,6000,2,0,3,11,3820,850,2007,0,98027,4310,6000,1243687.5
273000,2,2,1384,1822,2,0,3,7,1384,0,1990,0,98028,1078,1315,224310.59093673967
730100,4,3,3120,14300,2,0,3,9,3120,0,2003,0,98027,2580,10005,673260.8062780772
422500,3,2,1560,7245,2,0,3,7,1560,0,1962,1985,98052,2220,8502,496104.75
620000,4,3,2720,34498,1,0,5,7,1360,1360,1966,0,98075,1920,22474,447812.5
525000,3,2,2300,43560,1,0,4,7,1350,950,1979,0,98077,2320,57000,448559.9137681159
331292,3,2,1660,10000,1,0,3,7,1660,0,1972,0,98019,1770,10000,287572.02037322894
320900,5,3,2200,8500,1,0,4,7,1400,800,1971,0,98010,1360,8855,307630.8206523666
262000,4,3,2020,6236,2,0,3,7,2020,0,2002,0,98001,1940,5076,307247.7947048611
1340000,4,4,5050,202554,2,0,3,10,3260,1790,2000,0,98027,3370,213444,1025628.8461538461
350000,3,3,2730,7372,2,0,3,9,2730,0,1998,0,98023,2710,8343,379750.0
324000,3,3,1920,5322,2,0,3,8,1920,0,1999,0,98031,1920,5000,322131.25
538200,4,3,1780,7260,1,0,4,8,1780,0,1964,0,98008,1810,7920,471648.2110560812
295000,2,1,1170,10621,1,0,3,7,1170,0,1963,0,98045,1340,9832,234266.49620492628
455000,2,1,1140,11480,1,0,3,6,1140,0,1907,0,98118,1550,8150,274686.5131578947
580000,3,3,1910,11550,2,0,3,8,1910,0,2003,0,98074,2230,11550,429736.8224358974
470000,4,3,2310,14023,2,0,3,9,2310,0,1991,0,98019,2410,14007,590782.6947789284
700000,3,2,2240,7227,2,0,3,9,1440,800,1977,0,98008,3150,16150,581607.5854039284
200500,3,2,1280,14972,1,0,3,7,1280,0,1963,0,98031,1800,9698,260147.61190102954
650000,4,2,1900,10454,1,0,4,7,1180,720,1954,0,98004,2060,11325,702687.5
535000,3,3,2510,5544,2,0,3,7,2510,0,2001,0,98053,2660,5614,590125.0
285000,3,3,1800,2516,2,0,3,7,1800,0,2001,0,98108,1800,2562,325922.5793686737
399995,3,2,1140,1069,3,0,3,8,1140,0,2005,0,98103,1230,1276,433173.3875241911
455000,3,2,1790,7500,1,0,3,7,1390,400,1973,0,98034,1940,7192,443937.5
910000,3,4,3020,4082,2,0,3,9,2080,940,1954,2004,98199,2060,5102,981593.75
305000,3,2,1480,9086,1,0,3,7,1480,0,1962,0,98168,1540,9750,267867.6434631399
439000,3,2,2010,251341,2,0,3,8,1510,500,2003,0,98019,1780,108900,464786.13784912915
312000,2,1,1170,5150,1,0,3,6,980,190,1907,0,98118,1660,5150,358806.25
210000,3,1,1110,7962,1,0,3,7,1110,0,1962,0,98146,1200,8094,231685.28690401115
270000,4,3,1660,8063,1,0,4,7,1660,0,1978,0,98198,1060,8437,263914.60744691116
399950,3,3,3087,5002,2,0,3,8,3087,0,2014,0,98023,2927,5183,444192.0
765000,4,4,3010,7221,2,0,3,10,3010,0,2004,0,98075,3490,7518,745288.4437441643
308000,4,3,2330,4606,2,0,3,8,2330,0,2004,0,98031,2330,5783,351287.5
340500,3,2,2270,28025,1,0,4,7,1920,350,1947,0,98168,1770,14833,353750.0
512500,4,2,1620,4240,2,0,5,7,1620,0,1916,0,98144,1450,4240,551681.25
599000,5,3,2730,22572,1,0,3,7,2080,650,1968,1992,98075,2260,15458,506739.5833333333
225000,3,2,1760,26055,1,0,3,7,920,840,1979,0,98042,1350,13475,307434.0385017798
300000,3,3,1320,2614,2,0,3,7,1320,0,2005,0,98118,1320,2533,282222.26701200847
583000,3,2,1800,10050,1,0,3,7,1800,0,1955,0,98008,1610,10050,471500.0
280000,4,3,2400,4596,2,0,3,8,2400,0,2004,0,98001,2230,4763,317651.25
550000,3,3,2510,5400,2,0,3,9,2510,0,1992,0,98056,1840,5400,598360.4872334101
4490000,4,3,6430,27517,2,0,3,12,6430,0,2001,0,98004,3720,14592,2538750.0
425000,3,2,1620,997,3,0,3,8,1540,80,2010,0,98027,1620,1068,462868.9445540935
852600,4,3,3320,11901,2,0,5,9,2650,670,1977,0,98006,2700,11114,971386.290625
379000,3,1,1140,10320,1,0,4,7,1140,0,1963,0,98034,1140,10412,351368.75
374950,3,3,2540,11562,1,0,3,8,1290,1250,1964,0,98028,2230,10310,572798.1441506203
680000,4,3,2440,6581,2,0,3,8,2440,0,2014,0,98133,1480,7432,493526.7649177208
255000,3,2,1490,8371,2,0,3,7,1490,0,1984,0,98031,1350,7846,244099.70945354854
310000,1,1,920,8282,2,0,3,6,920,0,1944,1980,98011,2260,14025,265324.21875
579000,3,3,2300,18540,1,0,3,8,1800,500,1961,0,98177,2460,18540,617421.0132476988
399950,3,3,2570,10431,2,0,3,9,2570,0,1989,0,98031,2590,10078,506475.0
595000,4,2,2020,2849,2,0,3,7,2020,0,1960,0,98115,1910,3120,503750.0
344000,3,1,1150,12402,1,0,4,6,1150,0,1969,0,98072,1400,13600,244761.07288138632
942990,4,3,3570,6218,2,0,3,9,3570,0,2014,0,98052,3230,5972,895880.040625
700000,4,3,2870,8625,1,0,4,8,1860,1010,1959,0,98155,2430,8479,656480.0
725000,4,3,2440,7042,2,0,4,7,1640,800,1941,0,98116,2170,7900,524875.0
749999,5,2,3060,13630,2,0,3,10,3060,0,1989,0,98006,3430,10700,914937.4053030303
405000,3,2,1660,8174,1,0,3,7,830,830,1981,0,98034,1610,9318,415853.47236842103
237600,2,1,1370,11584,1,0,4,6,1370,0,1950,0,98198,1330,8012,259397.04661897302
362865,4,3,2245,4301,2,0,3,8,2245,0,2014,0,98038,2530,4478,367727.25
444000,3,2,1460,2610,2,0,3,8,1460,0,1987,0,98103,1320,3000,547219.140625
764000,3,2,1420,4080,2,0,5,8,1420,0,1904,0,98103,1220,3060,602875.0
267500,3,1,1090,22080,1,0,5,7,1090,0,1967,0,98038,1590,19457,304148.0955839774
652600,4,3,2220,5900,2,0,3,8,2220,0,2014,0,98117,1620,5900,639666.0061941274
400000,3,2,1010,12252,1,0,3,8,1010,0,1980,0,98074,1840,11497,336750.0
550000,4,3,3148,9612,2,0,3,9,3148,0,2014,0,98198,3000,11475,685241.103125
865000,4,3,2520,4950,2,0,3,8,2520,0,1906,2002,98117,1810,3500,760062.5
810000,5,3,2950,67475,1,0,3,8,2530,420,1981,2004,98072,2620,39820,591825.8532940967
430000,3,3,1440,7320,1,0,5,7,1440,0,1954,0,98125,1160,6941,409600.0
575000,3,2,1580,11750,1,0,4,7,1180,400,1951,0,98118,2150,11750,456750.0
450000,4,2,2040,9565,1,0,3,8,1400,640,1959,0,98133,1890,8580,468827.40207729617
585000,4,3,2400,29252,2,0,4,8,2400,0,1982,0,98072,2280,45000,562478.6382522717
595000,4,3,2360,43017,2,0,3,9,2360,0,1989,0,98077,2750,40334,585697.9002370732
680000,4,1,2200,12137,1,0,4,8,1640,560,1956,0,98028,3250,17153,815687.5
250500,3,2,1710,7225,2,0,4,7,1710,0,1988,0,98023,1710,7225,276800.36166629253
1380000,4,4,3500,9523,2,0,3,10,2460,1040,1996,0,98033,3160,5997,1174583.25
755000,4,3,2660,10452,2,0,3,9,2660,0,1993,0,98052,2890,9025,682913.0058396466
400000,6,3,3060,17112,1,0,4,8,1530,1530,1967,0,98058,2690,16038,541743.75
365000,4,3,1620,219542,2,0,3,7,1620,0,1980,0,98038,2240,217800,456875.0
300000,3,3,1741,5701,2,0,3,8,1741,0,2012,0,98030,2002,5700,290330.0
959000,3,3,2830,3750,3,0,3,10,2830,0,2014,0,98117,1780,5000,1078531.25
595000,2,2,1030,4500,1,0,3,7,830,200,1924,0,98109,1250,4000,486068.75
571000,5,2,2280,43560,1,0,4,8,1380,900,1949,0,98166,1940,17664,484687.5
238000,3,1,1470,32670,1,0,3,7,1020,450,1958,0,98042,2640,24100,439457.26157407404
700000,3,2,2600,7668,1,0,4,8,1300,1300,1968,0,98010,1980,13664,515646.8881632253
527000,4,3,2830,6163,2,0,3,9,2830,0,2000,0,98056,2730,6202,657302.0769056876
299000,3,2,1730,14270,1,0,3,7,1730,0,1959,0,98065,1600,11232,292574.89294954215
355000,5,3,2530,9375,1,0,5,7,1530,1000,1966,0,98030,2250,8200,334451.86460831953
675000,4,2,1890,5188,2,0,4,7,1670,220,1940,0,98105,1800,4848,627218.75
299880,3,3,1460,3044,2,0,3,7,1460,0,2000,0,98108,1490,3044,292725.222110462
639000,4,3,2210,9875,2,0,3,9,2210,0,1990,0,98074,2440,8799,596331.7114168595
1660000,4,3,3520,19200,1,1,4,9,1950,1570,1951,0,98136,2450,7000,1195618.75
264950,2,1,770,7434,1,0,3,6,770,0,1947,0,98155,1060,7453,276675.0
609000,4,4,3990,11270,2,0,3,9,2930,1060,2007,0,98055,1980,11328,883466.0294117647
272000,4,2,2040,7600,1,0,4,8,1580,460,1978,0,98023,2130,7200,265356.25
549900,4,3,2830,213879,2,0,4,8,2830,0,1987,0,98092,2250,213008,524668.75
229000,3,1,1590,6240,1,0,3,7,1060,530,1956,0,98146,1410,6240,286003.8687774875
335000,3,2,1340,1951,1,0,3,6,670,670,1915,0,98144,1520,2248,386437.5
219950,3,1,1210,8000,1,0,3,6,1210,0,1954,0,98198,1430,8000,210158.98954805298
427500,3,1,1350,7085,1,0,5,7,1350,0,1944,0,98125,1350,7085,401794.3359375
2540000,5,5,5410,13431,2,0,4,10,5050,360,1941,0,98112,3750,11596,1989362.5
495000,4,3,2480,91911,1,0,4,7,1470,1010,1973,0,98027,2540,91911,475868.75
415000,3,2,2000,8400,2,0,4,8,2000,0,1959,0,98133,2000,8400,513620.6247736998
375000,1,1,800,533610,2,0,5,5,800,0,1950,0,98038,1790,216057,245750.0
285000,4,2,2510,7440,1,0,4,8,1290,1220,1962,0,98032,1790,8000,280987.5
1710000,5,3,4290,17100,1,0,3,9,2480,1810,1972,2007,98040,3550,16988,1357500.0
1230000,4,3,3040,7000,2,0,3,9,3040,0,2001,0,98040,2320,17511,773374.375
605000,3,2,2260,17114,2,0,3,7,2260,0,1990,0,98155,2360,14893,466444.53152173915
419500,3,2,1400,1091,3,0,3,8,1400,0,2007,0,98115,1270,1413,428068.3544729727
245000,2,2,1070,4500,1,0,4,6,910,160,1932,0,98055,1280,4500,315700.0
228950,4,3,2160,5200,1,0,3,7,1320,840,1978,0,98042,1460,5144,318953.94413880445
770000,4,1,1480,3750,2,0,4,7,1480,0,1912,0,98103,1570,3750,635587.5
292000,4,3,2060,5950,2,0,3,8,2060,0,2000,0,98030,2242,6406,309268.125
713000,4,3,2840,54400,1,0,4,8,2840,0,1984,0,98053,2550,43560,636475.55686573
654000,3,3,3240,60840,2,0,3,7,3240,0,1997,0,98045,2570,204732,537825.0
374500,3,2,1400,11400,2,0,3,8,1400,0,1984,0,98028,2180,9248,434661.30850168347
619790,3,2,1040,5097,1,0,4,7,800,240,1944,0,98199,1630,5097,483806.25
509250,2,2,1480,3120,1,0,3,7,930,550,1914,2007,98105,1000,3780,477236.0
432100,3,2,1840,7350,1,0,3,8,1310,530,1976,0,98034,1860,7000,482349.71422792674
439500,4,1,1360,5500,2,0,3,7,1360,0,1950,0,98115,1530,5790,502125.0
336000,4,2,2210,11700,2,0,4,8,2210,0,1967,0,98032,2040,9000,306736.0
639000,4,2,1830,6000,1,0,4,7,930,900,1939,0,98199,1540,6000,524000.0
571000,3,3,2600,7465,2,0,3,9,2600,0,1988,0,98011,2660,7683,640624.5198636563
415000,4,2,1610,9600,1,0,5,7,1610,0,1967,0,98056,1450,9600,340890.40675409447
715000,4,3,2970,29163,2,0,3,9,2970,0,1993,0,98053,3100,31105,710731.7905844155
205000,3,2,1420,5000,1,0,3,7,920,500,1987,0,98198,1400,7500,290972.8671382312
892500,3,2,2120,56192,1,0,3,9,1720,400,1959,0,98177,2240,20500,772437.5
263500,4,2,2210,6375,1,0,3,8,1640,570,1977,0,98003,2070,7210,334418.75
285000,4,2,2130,8151,1,0,4,7,1330,800,1967,0,98031,1600,8587,312073.49871074967
369900,4,3,2820,33750,2,0,4,9,2820,0,1984,0,98072,2510,36180,656589.7358969157
614285,5,3,2730,6401,2,0,3,8,2730,0,2015,0,98072,2520,6126,534942.1027319732
416000,3,3,1710,1296,3,0,3,8,1510,200,2004,0,98103,1610,1282,581137.0085995086
395000,3,2,1460,22651,1,0,4,7,1460,0,1961,0,98027,2030,49222,336368.7068604651
542525,4,3,2650,5600,2,0,3,8,2650,0,2014,0,98059,2650,5600,514459.1889114358
659000,3,3,3090,384634,2,0,3,8,3090,0,2007,0,98019,2200,292645,561824.7323804619
791000,3,2,2430,5500,2,0,3,8,1810,620,1989,0,98033,2040,5500,745268.9724025974
425000,3,2,1610,144619,1,0,3,7,1610,0,1977,0,98024,2220,144619,403143.75
590000,4,3,2400,104108,2,0,3,8,2400,0,1988,0,98027,2270,54450,566216.1382522717
500000,4,3,2960,5027,2,0,3,7,2960,0,2000,0,98065,2760,5500,507250.0
383000,4,3,2050,4953,2,0,3,9,2050,0,2014,0,98038,2340,6175,476008.849137931
382000,2,1,870,10492,1,0,3,7,870,0,1937,0,98106,1300,7987,327050.0
250000,3,2,1470,2781,2,0,3,6,1470,0,2003,0,98038,1360,3008,215850.0
550000,4,2,2030,5688,2,0,4,9,1730,300,1939,0,98146,2320,11107,793250.0
660000,3,2,2280,6150,2,0,3,8,2280,0,1984,0,98136,1920,6150,532133.9033086246
449950,4,3,2800,6977,2,0,3,8,2800,0,2003,0,98038,2800,6600,417481.25
847000,5,1,2550,4623,3,0,4,9,2550,0,1905,0,98122,1570,3875,960687.5
1550000,5,4,6070,171626,2,0,3,12,6070,0,1999,0,98024,4680,211267,1642500.0
463000,3,2,2020,11095,1,0,4,7,1480,540,1975,0,98034,2030,10710,451010.625
375000,3,3,1580,3825,2,0,3,8,1580,0,2011,0,98126,1380,1500,398654.9107783303
342000,4,2,1964,3541,2,0,3,9,1964,0,2013,0,98030,1757,3547,427806.25
299950,3,2,1370,5000,2,0,3,7,1370,0,1990,0,98019,1600,7724,252148.97750554202
884250,4,3,3840,12151,2,0,3,10,3840,0,1998,0,98075,3560,11044,814691.8611940298
302000,5,2,1540,9629,1,0,4,7,1540,0,1960,0,98059,2260,9600,285186.8552512748
925500,3,3,1970,5200,2,0,3,8,1970,0,1915,2002,98136,2140,5200,747625.0
276500,4,2,2380,128937,1,0,4,7,2380,0,1960,0,98038,1030,114998,520187.5
499000,4,2,2440,5000,2,0,3,7,2440,0,2007,0,98065,2440,5212,434000.0
315000,2,2,1290,2436,2,0,3,7,1290,0,1984,0,98052,1360,3088,382594.3181818182
275000,3,1,1320,11090,1,0,3,7,1320,0,1955,0,98155,1320,8319,325854.9507168459
391265,3,2,1440,3900,1,0,3,8,1440,0,2002,0,98053,1350,3900,434918.14201755065
875000,6,4,4430,11453,2,0,3,9,3000,1430,2001,0,98056,2730,5661,773641.0294117647
385100,3,1,1060,8040,1,0,4,6,1060,0,1949,0,98125,1300,7620,340618.75
700000,3,3,3110,123710,2,0,3,8,2430,680,1995,0,98038,2420,92782,482731.25
965000,4,3,2460,5000,2,0,5,8,1620,840,1938,0,98112,2320,5000,1008748.75
330000,3,3,2210,7557,2,0,3,9,2210,0,1989,0,98023,2440,8641,336750.0
630000,2,1,1050,8382,1,0,3,7,1050,0,1959,0,98040,2400,9525,429169.2765388628
550000,3,2,1440,8957,1,0,4,7,1440,0,1957,0,98008,1340,8780,469931.25
450000,3,1,1060,4650,1,0,3,7,910,150,1950,0,98116,1480,4750,470250.0
940000,4,3,3160,39960,1,0,3,10,3160,0,1980,0,98005,3900,36444,987556.25
352499,2,2,1240,705,2,0,3,7,1150,90,2009,0,98027,1240,750,309449.81423316355
402000,4,3,2950,15540,1,0,4,8,2120,830,1974,0,98042,2840,17136,391750.0
740000,4,3,2560,6900,1,0,3,8,1480,1080,1959,0,98115,2600,7200,722872.1968085107
659000,4,2,2090,10800,1,0,4,7,2090,0,1951,0,98040,2090,10800,726031.25
359000,3,2,1550,4980,1,0,3,7,1080,470,1978,0,98133,940,4980,335556.98529411765
512000,2,2,1270,3881,1,0,4,6,610,660,1926,0,98105,1370,5000,359375.0
760000,4,3,3580,97574,2,0,3,9,3580,0,2004,0,98038,2510,27068,565187.5
1280000,4,4,3530,8126,2,0,3,10,3530,0,2007,0,98033,2660,8126,1246475.0
345000,3,4,1320,1161,3,0,3,8,1320,0,2010,0,98125,1320,1161,442429.6875
808000,3,3,2550,6240,1,0,5,8,1750,800,1957,0,98117,2180,5200,674061.25
205000,3,3,1870,3118,2,0,3,8,1870,0,1993,0,98038,1580,3601,222610.375
370000,4,3,2190,17600,1,0,4,7,1110,1080,1966,0,98059,1820,17600,452515.6867588933
780000,3,2,1620,7500,1,0,4,8,1620,0,1949,0,98117,2440,7800,763750.0
627000,5,3,3570,5425,2,0,3,7,3570,0,2005,0,98075,2690,5347,456350.0
680000,3,2,1870,4320,1,0,4,7,970,900,1920,0,98103,1810,3900,684000.125
1050000,4,3,3080,10757,2,0,5,8,3080,0,1961,0,98006,2810,10757,861127.7925531915
530000,4,3,2450,15002,1,0,5,9,2450,0,1974,0,98166,2650,15055,698417.7238219895
585000,5,4,3180,40946,1,0,3,7,1690,1490,1968,0,98075,2430,29620,476950.0
285000,4,2,1440,6720,1,0,5,6,720,720,1954,0,98166,1820,6784,361861.5384615385
775000,4,3,2540,28563,1,0,3,10,2540,0,1984,0,98052,2790,20301,731888.6257763975
1360000,4,3,5430,108900,2,0,4,10,5430,0,1987,0,98053,3170,107076,1161875.0
440000,4,3,3220,8256,2,0,3,8,2610,610,2006,0,98059,2500,9472,555058.6604188443
285000,2,1,990,2446,2,0,3,7,990,0,1998,0,98144,1260,2805,315722.65909090906
